0 , 2018-10-14T11:12:25.018Z
0 , 2018-10-14T11:12:13.017Z
0 , 2018-10-14T11:12:01.059Z
0 , 2018-10-14T11:11:49.078Z
0 , 2018-10-14T11:11:37.017Z
0 , 2018-10-14T11:11:25.038Z
0 , 2018-10-14T11:11:13.119Z
0 , 2018-10-14T11:11:01.133Z
0 , 2018-10-14T11:10:49.099Z
0 , 2018-10-14T11:10:37.047Z
0 , 2018-10-14T11:10:25.134Z
0 , 2018-10-14T11:10:13.103Z
0 , 2018-10-14T11:10:01.227Z
0 , 2018-10-14T11:09:49.076Z
0 , 2018-10-14T11:09:37.085Z
0 , 2018-10-14T11:09:25.119Z
0 , 2018-10-14T11:09:13.141Z
0 , 2018-10-14T11:09:05.164Z
0 , 2018-10-14T11:08:49.131Z
0 , 2018-10-14T11:08:37.099Z
2390 , 2018-10-14T11:08:25.519Z
2893 , 2018-10-14T11:08:13.360Z
2893 , 2018-10-14T11:08:01.358Z
2390 , 2018-10-14T11:07:49.309Z
2390 , 2018-10-14T11:07:37.284Z
1174 , 2018-10-14T11:07:25.295Z
0 , 2018-10-14T11:07:13.129Z
0 , 2018-10-14T11:07:01.439Z
0 , 2018-10-14T11:06:41.058Z
0 , 2018-10-14T11:02:00.643Z
0 , 2018-10-14T11:01:48.699Z
2390 , 2018-10-14T11:01:36.880Z
2558 , 2018-10-14T11:01:24.890Z
2558 , 2018-10-14T11:01:12.900Z
2390 , 2018-10-14T11:01:00.866Z
2390 , 2018-10-14T11:00:48.939Z
0 , 2018-10-14T11:00:28.718Z
2390 , 2018-10-14T10:56:07.326Z
2390 , 2018-10-14T10:55:55.334Z
2390 , 2018-10-14T10:55:43.318Z
0 , 2018-10-14T10:55:31.185Z
0 , 2018-10-14T10:55:19.161Z
0 , 2018-10-14T10:54:58.563Z
1300 , 2018-10-14T10:24:28.359Z
0 , 2018-10-14T10:24:24.140Z
0 , 2018-10-14T10:24:04.159Z
0 , 2018-10-14T10:23:52.185Z
1341 , 2018-10-14T10:23:20.320Z
1341 , 2018-10-14T10:23:12.005Z
1300 , 2018-10-14T10:22:44.040Z
2054 , 2018-10-14T10:22:40.043Z
2432 , 2018-10-14T10:22:20.154Z
2222 , 2018-10-14T10:22:08.075Z
2054 , 2018-10-14T10:21:56.074Z
1761 , 2018-10-14T10:21:45.915Z
1425 , 2018-10-14T10:21:35.774Z
1341 , 2018-10-14T10:21:25.752Z
1300 , 2018-10-14T10:21:05.353Z
1341 , 2018-10-14T10:20:55.175Z
1341 , 2018-10-14T10:20:45.013Z
1341 , 2018-10-14T10:20:34.862Z
1300 , 2018-10-14T10:20:24.712Z
1341 , 2018-10-14T10:20:14.572Z
1341 , 2018-10-14T10:20:04.393Z
1300 , 2018-10-14T10:19:54.296Z
1341 , 2018-10-14T10:19:44.094Z
1300 , 2018-10-14T10:19:34.001Z
1300 , 2018-10-14T10:19:23.814Z
1300 , 2018-10-14T10:19:13.697Z
1300 , 2018-10-14T10:19:03.514Z
1300 , 2018-10-14T10:18:53.319Z
1300 , 2018-10-14T10:18:43.193Z
1300 , 2018-10-14T10:18:31.143Z
1300 , 2018-10-14T10:18:19.179Z
1300 , 2018-10-14T10:18:07.229Z
1300 , 2018-10-14T10:17:55.165Z
1300 , 2018-10-14T10:17:43.233Z
1300 , 2018-10-14T10:17:35.132Z
1300 , 2018-10-14T10:17:19.203Z
1300 , 2018-10-14T10:17:07.192Z
1300 , 2018-10-14T10:16:55.153Z
1341 , 2018-10-14T10:16:43.174Z
1341 , 2018-10-14T10:16:35.191Z
1341 , 2018-10-14T10:16:19.192Z
1341 , 2018-10-14T10:16:07.254Z
1341 , 2018-10-14T10:16:03.278Z
1300 , 2018-10-14T10:15:43.213Z
1300 , 2018-10-14T10:15:31.254Z
1300 , 2018-10-14T10:15:07.293Z
1341 , 2018-10-14T10:14:55.353Z
1341 , 2018-10-14T10:14:43.280Z
1300 , 2018-10-14T10:14:31.255Z
1300 , 2018-10-14T10:14:23.292Z
1341 , 2018-10-14T10:14:07.354Z
1341 , 2018-10-14T10:13:55.412Z
1300 , 2018-10-14T10:13:43.356Z
1300 , 2018-10-14T10:13:35.315Z
1341 , 2018-10-14T10:13:23.274Z
1300 , 2018-10-14T10:13:07.313Z
1300 , 2018-10-14T10:12:55.351Z
